SKU,Own_Brand_Retail_Price,Competitor_Retail_Price
SKU012012,454.93,457.98
SKU012013,388.97,397.6
SKU012014,63.73,61.26
SKU012015,521.15,562.38
SKU012016,675.89,690.53
SKU012017,358.53,387.18
SKU012018,732.89,733.99
SKU012019,667.81,606.23
SKU012020,145.87,132.19
SKU012021,568.91,547.03
SKU012022,371.43,397.23
SKU012023,661.15,630.27
SKU012024,143.94,143.49
SKU012025,98.65,92.76
SKU012026,199.21,209.17
SKU012027,57.1,59.04
SKU012028,263.82,285.06
SKU012029,221.98,215.55
SKU012030,281.21,308.48
SKU012031,342.43,368.29
SKU012032,120.68,119.44
SKU012033,460.4,493.57
SKU012034,190.83,187.96
SKU012035,103.35,109.29
SKU012036,491.3,477.55
SKU012037,33.21,31.58
SKU012038,293.01,306.93
SKU012039,127.44,139.28
SKU012040,653.51,683.11
SKU012041,582.32,637.81
SKU012042,56.53,61.28
SKU012043,434.16,427.76
SKU012044,241.39,241.63
SKU012045,163.35,153.24
SKU012046,243.61,240.65
SKU012047,602.07,634.25
SKU012048,59.21,59.48
SKU012049,477.57,522.79
SKU012050,629.33,580.86
SKU012051,378.37,378.96
SKU012052,742.65,747.42
SKU012053,740.96,688.92
SKU012054,456.04,483.13
SKU012055,339.27,360.86
SKU012056,581.63,627.86
SKU012057,675.04,734.04
SKU012058,553.09,580.46
SKU012059,177.68,189.82
SKU012060,560.2,512.36
SKU012061,715.77,699.14
SKU012062,337.23,322.73
SKU012063,598.38,633.55
SKU012064,412.57,396.77
SKU012065,98.84,98.86
SKU012066,256.41,252.5
SKU012067,134.11,141.04
SKU012068,480.03,487.4
SKU012069,444.14,434.78
SKU012070,40.98,37.96
SKU012071,58.19,54.27
SKU012072,218.23,227.9
SKU012073,583.49,529.05
SKU012074,104.11,102.83
SKU012075,151.43,158.39
SKU012076,772.15,751.27
SKU012077,439.42,452.66
SKU012078,447.89,471.98
SKU012079,346.18,372.49
SKU012080,218.13,206.11
SKU012081,195.7,203.69
SKU012082,476.71,482.31
SKU012083,395.64,392.4
SKU012084,311.12,306.05
SKU012085,515.21,553.63
SKU012086,304.26,284.74
SKU012087,42.29,44.64
SKU012088,610.38,558.69
SKU012089,248.3,250.68
SKU012090,691.13,644.13
SKU012091,621.78,616.75
SKU012092,175.65,175.03
SKU012093,751.53,786.41
SKU012094,728.43,686.03
SKU012095,684.21,656.16
SKU012096,504.82,504.92
SKU012097,670.89,705.3
SKU012098,466.78,470.93
SKU012099,620.22,656.69
SKU012100,461.07,475.33
SKU012101,769.35,833.84
SKU012102,396.87,410.27
SKU012103,568.96,551.48
SKU012104,761.44,700.64
SKU012105,358.79,373.45
SKU012106,37.7,41.34
SKU012107,114.9,114.62
SKU012108,812.02,752.76
SKU012109,743.5,716.78
SKU012110,414.05,406.62
SKU012111,772.66,716.63
SKU012112,144.2,139.36
SKU012113,98.91,104.82
SKU012114,500.01,481.72
SKU012115,327.25,359.89
SKU012116,274.98,263.48
SKU012117,503.45,463.09
SKU012118,122.51,129.57
SKU012119,608.9,562.75
SKU012120,298.11,271.14
SKU012121,780.03,763.82
SKU012122,629.91,680.51
SKU012123,522.53,529.89
SKU012124,206.16,223.39
SKU012125,685.43,736.62
SKU012126,35.51,32.5
SKU012127,167.33,152.46
SKU012128,42.48,40.76
SKU012129,811.99,874.21
SKU012130,581.44,582.02
SKU012131,647.75,707.07
SKU012132,569.63,546.68
SKU012133,33.73,33.37
SKU012134,680.89,616.33
SKU012135,300.96,323.45
SKU012136,285.58,266.16
SKU012137,259.78,285.06
SKU012138,239.35,229.99
SKU012139,635.05,691.6
SKU012140,225.79,233.48
SKU012141,155.99,158.33
SKU012142,496.22,458.53
SKU012143,219.41,202.04
SKU012144,25.32,24.13
SKU012145,771.93,749.93
SKU012146,253.44,259.37
SKU012147,616.79,575.81
SKU012148,328.64,341.3
SKU012149,127.97,116.61
SKU012150,483.06,518.33
SKU012151,185.59,199.59
SKU012152,220.34,237.8
SKU012153,44.11,43.44
SKU012154,30.25,28.01
SKU012155,412.27,413.06
SKU012156,58.19,61.2
SKU012157,183.72,175.23
SKU012158,772.27,798.07
SKU012159,86.08,77.8
SKU012160,259.74,275.98
SKU012161,523.87,494.29
SKU012162,626.9,678.61
SKU012163,47.07,47.47
SKU012164,148.97,145.26
SKU012165,288.9,302.61
SKU012166,270.89,260.76
SKU012167,233.88,243.94
SKU012168,182.77,175.92
SKU012169,231.47,247.55
SKU012170,113.68,124.62
SKU012171,134.63,138.88
SKU012172,462.22,465.74
SKU012173,214.66,212.94
SKU012174,292.75,317.88
SKU012175,349.43,345.08
SKU012176,96.04,102
SKU012177,695.75,626.71
SKU012178,712.55,768.48
SKU012179,237.65,232.27
SKU012180,257.39,245.99
SKU012181,527.8,490.95
SKU012182,80.96,74.02
SKU012183,690.55,743.34
SKU012184,103.99,100.49
SKU012185,519.14,568.19
SKU012186,241.75,237.93
SKU012187,284.31,309.77
SKU012188,123.97,127.89
SKU012189,478.05,444.97
SKU012190,573.46,551.21
SKU012191,778.12,846.74
SKU012192,290.97,286.85
SKU012193,517.44,471.5
SKU012194,352.64,341.38
SKU012195,428.43,460.67
SKU012196,128.98,141.82
SKU012197,458.68,415.53
SKU012198,688.1,684.11
SKU012199,654.7,621.44
SKU012200,359.81,394.46
SKU012201,209.89,205.02
SKU012202,680.68,739.71
SKU012203,727.61,743.71
SKU012204,289.9,312.62
SKU012205,697.34,759.98
SKU012206,812.9,748.66
SKU012207,289.83,272.54
SKU012208,570.91,544.12
SKU012209,411.77,414.67
SKU012210,503.89,477.81
SKU012211,115.33,125.34
SKU012212,304.54,285.1
SKU012213,62.95,58.81
SKU012214,437.49,407.01
SKU012215,747.94,738.37
SKU012216,383.74,348.84
SKU012217,69.06,71.55
SKU012218,669.96,636.29
SKU012219,113.25,123.07
SKU012220,730.83,684.02
SKU012221,542.49,496.8
SKU012222,485.26,475.79
SKU012223,458.29,434.94
SKU012224,127.29,136.69
SKU012225,386.56,388.13
SKU012226,160.76,160.01
SKU012227,457.4,482.85
SKU012228,329.48,339.54
SKU012229,526.72,475.06
SKU012230,710.24,736.58
SKU012231,261.49,272.6
SKU012232,479.75,448.5
SKU012233,603.68,628.96
SKU012234,91.05,100.04
SKU012235,633.87,607.76
SKU012236,220.28,199.95
SKU012237,367.86,393.64
SKU012238,799.54,752.35
SKU012239,764.56,807.13
SKU012240,255.61,250.86
SKU012241,119.86,129.54
SKU012242,665.73,724.58
SKU012243,688.07,673.77
SKU012244,524.33,574.76
SKU012245,38.45,34.82
SKU012246,626.1,634.74
SKU012247,143.4,150.25
SKU012248,703.03,692.87
SKU012249,325.34,335.67
SKU012250,451.47,434.08
SKU012251,224.7,205.71
SKU012252,362.04,386.29
SKU012253,593.68,569.5
SKU012254,383.38,360.04
SKU012255,603.31,567.1
SKU012256,588.84,626.83
SKU012257,72.78,66.46
SKU012258,497.56,497.35
SKU012259,507.78,476.73
SKU012260,296.24,305.23
SKU012261,244.3,258.91
SKU012262,62.81,63.58
SKU012263,351.88,359.96
SKU012264,293.86,301.12
SKU012265,694.93,705.08
SKU012266,502.05,473.84
SKU012267,318.81,328.6
SKU012268,593.99,626.57
SKU012269,549.26,584.87
SKU012270,349.42,320.02
SKU012271,75.78,74.23
SKU012272,549.37,535
SKU012273,85.76,93.02
SKU012274,616.31,635.97
SKU012275,294.6,293
SKU012276,477.19,521.06
SKU012277,567.11,528.64
SKU012278,37.41,36.37
SKU012279,291.61,299.14
SKU012280,479.39,480.36
SKU012281,598.51,609.35
SKU012282,538.12,566.28
SKU012283,684.31,711.15
SKU012284,79.9,82.41
SKU012285,67.24,70.14
SKU012286,583.26,616.1
SKU012287,272.04,256.29
SKU012288,427.53,443.62
SKU012289,461.74,476.93
SKU012290,809.58,842.77
SKU012291,66.54,63.14
SKU012292,86.81,83.01
SKU012293,648.76,683.91
SKU012294,29.08,28.37
SKU012295,313,339.48
SKU012296,556.23,513.26
SKU012297,156.16,145.93
SKU012298,146.9,137.66
SKU012299,285.23,272.99
SKU012300,123.46,133.35
SKU012301,480.24,468.39
SKU012302,167.63,166.34
SKU012303,189.78,186.85
SKU012304,428.85,455.17
SKU012305,810.75,790.69
SKU012306,655.65,699.25
SKU012307,709.25,706.69
SKU012308,399.24,378.74
SKU012309,231.92,228.71
SKU012310,530.65,519.68
SKU012311,283.64,268.98
SKU012312,637.14,589.03
SKU012313,28.08,30
SKU012314,379.65,380.83
SKU012315,278.81,264.47
SKU012316,224.47,221.15
SKU012317,466.15,476.02
SKU012318,528.5,551.73
SKU012319,43.27,44.31
SKU012320,698.15,661.01
SKU012321,282.45,260.44
SKU012322,682.47,624.29
SKU012323,461.84,425.63
SKU012324,513.27,497.44
SKU012325,654.74,635.75
SKU012326,676.53,741.23
SKU012327,128.5,116.23
SKU012328,20.22,20.75
SKU012329,237.25,237.78
SKU012330,390.47,362.8
SKU012331,614.83,670
SKU012332,487.36,517.68
SKU012333,272.26,257.06
SKU012334,427.37,409.59
SKU012335,446.55,419.76
SKU012336,370.96,356.75
SKU012337,513.5,485.56
SKU012338,414.01,393.96
SKU012339,363.68,364.89
SKU012340,757.16,732.56
SKU012341,318.73,318.08
SKU012342,625.46,566.75
SKU012343,259.84,272.39
SKU012344,245.45,266.47
SKU012345,632.57,695.38
SKU012346,591.32,555.91
SKU012347,711.46,694.96
SKU012348,709.51,776.72
SKU012349,13.65,12.86
SKU012350,736.42,742.23
SKU012351,85.11,90.2
SKU012352,62.5,56.61
SKU012353,579.73,533.94
SKU012354,268.7,252.39
SKU012355,673.95,667.96
SKU012356,426.2,384.88
SKU012357,314.14,309.82
SKU012358,69.85,65.12
SKU012359,345.89,370.08
SKU012360,219.16,218.56
SKU012361,82.13,75.09
SKU012362,556.78,552.64
SKU012363,798.68,795.52
SKU012364,303.15,291.01
SKU012365,263.3,256.34
SKU012366,82.24,89.98
SKU012367,175.51,166.64
SKU012368,204.95,212.19
SKU012369,252.43,260.56
SKU012370,494.42,486.74
SKU012371,94.78,102.97
SKU012372,63.3,66.71
SKU012373,617.22,558.1
SKU012374,668.54,666.62
SKU012375,197.22,181.99
SKU012376,480.06,459.6
SKU012377,446.39,423.06
SKU012378,542.48,570.21
SKU012379,617.35,586.37
SKU012380,271.07,297.79
SKU012381,503.11,465.71
SKU012382,646.56,635.13
SKU012383,574.98,573.76
SKU012384,659.8,650.93
SKU012385,370.28,340.16
SKU012386,539.07,509.5
SKU012387,671.3,674.09
SKU012388,465.28,493.18
SKU012389,31.34,32.52
SKU012390,611.31,616.75
SKU012391,627.26,687.17
SKU012392,297.02,312.52
SKU012393,176.68,189.63
SKU012394,737.18,665.34
SKU012395,431.4,406.91
SKU012396,392.11,409.35
SKU012397,789.79,754.77
SKU012398,302.22,293.39
SKU012399,641.51,653.15
SKU012400,524.1,528.57
SKU012401,777.35,733.94
SKU012402,375.73,404.19
SKU012403,633.03,649.21
SKU012404,452.55,469.33
SKU012405,342.74,365.26
SKU012406,252.61,232.52
SKU012407,418.56,416.39
SKU012408,411.25,377.22
SKU012409,629.86,576.12
SKU012410,596.34,622.73
SKU012411,635.75,672.59
SKU012412,551.9,502.5
SKU012413,196.17,209.61
SKU012414,157.05,150.18
SKU012415,188.38,194.22
SKU012416,132.43,137.35
SKU012417,286.24,297.48
SKU012418,524.63,532.97
SKU012419,418.19,385.84
SKU012420,520.91,480.46
SKU012421,307.26,285.2
SKU012422,165.4,179.32
SKU012423,165.42,155.84
SKU012424,505.97,470.86
SKU012425,123.63,135.71
SKU012426,290.67,261.86
SKU012427,176.65,186.43
SKU012428,546.2,583.91
SKU012429,483.88,499.57
SKU012430,290.59,318.19
SKU012431,116.05,112.18
SKU012432,170.16,156.14
SKU012433,382.34,362.51
SKU012434,749.35,689.28
SKU012435,198.74,198.22
SKU012436,166.45,181.92
SKU012437,202.48,203.19
SKU012438,511.16,493.31
SKU012439,757.73,819.3
SKU012440,70.68,72.28
SKU012441,524.23,569.31
SKU012442,389.96,426.24
SKU012443,593.08,644.87
SKU012444,324.92,337.41
SKU012445,18.7,18.71
SKU012446,588.27,563.58
SKU012447,640.88,697.45
SKU012448,727.48,734.03
SKU012449,464.27,510.27
SKU012450,93.63,101.46
SKU012451,305.12,297.72
SKU012452,534.54,574.67
SKU012453,380.01,382.65
SKU012454,506.67,531.26
SKU012455,18.49,18.42
SKU012456,76.2,83.66
SKU012457,483.17,473.4
SKU012458,223.14,205.1
SKU012459,312.28,334.65
SKU012460,513.67,539.98
SKU012461,95.26,88.14
SKU012462,717.76,718.45
SKU012463,125.62,130.11
SKU012464,610.05,599.05
SKU012465,244.98,265
SKU012466,215.2,234.27
SKU012467,651.82,699.86
SKU012468,427.6,430.23
SKU012469,157.92,156.45
SKU012470,16.95,17.24
SKU012471,775.08,777.72
SKU012472,293.94,270.35
SKU012473,302.16,319.57
SKU012474,48.01,52.25
SKU012475,735.63,734.25
SKU012476,121.83,111.15
SKU012477,279.08,269.19
SKU012478,308.03,284.78
SKU012479,634.99,696
SKU012480,282.82,262.28
SKU012481,395.98,362.76
SKU012482,353.81,355.36
SKU012483,260.2,237.56
SKU012484,803.29,824.82
SKU012485,658.76,707.38
SKU012486,145.33,138.07
SKU012487,424.96,461.26
SKU012488,646.59,665.48
SKU012489,416.75,388.62
SKU012490,422.63,434.84
SKU012491,69.67,63.72
SKU012492,99.87,96.86
SKU012493,175.41,158.43
SKU012494,431.47,426.43
SKU012495,693.83,739.9
SKU012496,604.3,628.15
SKU012497,86.04,80.86
SKU012498,565.99,530.07
SKU012499,659.26,686.18
SKU012500,365.73,377.89
SKU012501,234.1,217.35
SKU012502,422.24,436.77
SKU012503,378.59,399.85
SKU012504,220.4,232.14
SKU012505,327.08,320.9
SKU012506,418.37,444.66
SKU012507,415.47,406.31
SKU012508,417.94,430.12
SKU012509,698.79,735.17
SKU012510,41,43.09
SKU012511,256.52,248.67
SKU012512,542.44,550.12
SKU012513,490.08,501.25
SKU012514,736.89,697.81
SKU012515,429,386.8
SKU012516,446.76,410.96
SKU012517,505.14,458.12
SKU012518,147.6,141.66
SKU012519,541.81,522.95
SKU012520,235.09,252.3
SKU012521,288.8,267.14
SKU012522,26.35,24.69
SKU012523,697.92,714.67
SKU012524,761.88,757.18
SKU012525,54.46,59.83
SKU012526,540.59,568.91
SKU012527,787.46,751.29
SKU012528,469.16,489.95
SKU012529,689.41,651.95
SKU012530,112.59,116.68
SKU012531,189.38,171.83
SKU012532,253.92,238.66
SKU012533,703.3,647.41
SKU012534,593.13,584.7
SKU012535,607.09,613.57
SKU012536,360.49,343.15
SKU012537,564.52,618.55
SKU012538,566.04,555.92
SKU012539,481.62,487.57
SKU012540,652.03,647.27
SKU012541,129.6,139.01
SKU012542,63.46,61.82
SKU012543,239.75,261
SKU012544,82.7,87.74
SKU012545,55.61,50.89
SKU012546,330.65,356
SKU012547,174.62,163.5
SKU012548,617.64,563.23
SKU012549,461.64,435.94
SKU012550,296.87,272.24
SKU012551,247.34,253.38
SKU012552,419.18,414.78
SKU012553,325.98,324.34
SKU012554,55.99,57.3
SKU012555,529.88,529.71
SKU012556,352.49,387.15
SKU012557,215.7,221.04
SKU012558,230.75,234.73
SKU012559,335.14,329.4
SKU012560,605.78,599.28
SKU012561,322.35,353.91
SKU012562,665.21,599.42
SKU012563,324.86,302.47
SKU012564,620.16,600.69
SKU012565,769.14,831.35
SKU012566,29.37,31.94
SKU012567,56.09,51.13
SKU012568,119.92,111.32
SKU012569,113.61,122.29
SKU012570,327.85,312.92
SKU012571,638.09,625.47
SKU012572,715.1,644.25
SKU012573,299.82,299.31
SKU012574,565.01,606.29
SKU012575,470.25,457.52
SKU012576,327.19,352.12
SKU012577,562.37,545.15
SKU012578,500.12,515.94
SKU012579,599.75,575
SKU012580,144.96,145.39
SKU012581,267.39,284.95
SKU012582,532.07,569.15
SKU012583,111.88,102.4
SKU012584,550.99,598.3
SKU012585,116.28,116.79
SKU012586,233.96,220.82
SKU012587,194.01,206.87
SKU012588,53.42,54.86
SKU012589,188.93,189.23
SKU012590,741.89,788.14
SKU012591,34.85,32.79
SKU012592,28.75,29.22
SKU012593,565.97,618.24
SKU012594,249.15,255.98
SKU012595,167.87,171.19
SKU012596,391.45,354.61
SKU012597,219.7,205.76
SKU012598,320.67,327.86
SKU012599,567.56,590.56
SKU012600,114.78,123.96
SKU012601,761.78,818.36
SKU012602,44.85,43.59
SKU012603,705.47,732.26
SKU012604,620.98,616.5
SKU012605,235.71,234.63
SKU012606,96.24,104.81
SKU012607,641.54,671.41
SKU012608,564.59,617.45
SKU012609,223.95,236.26
SKU012610,26.47,27.66
SKU012611,783.59,772.24
SKU012612,307.69,283.47
SKU012613,140.72,144.39
SKU012614,748.21,743.47
SKU012615,306.63,312.18
SKU012616,374.65,358.34
SKU012617,527.37,495.31
SKU012618,640.97,610.86
SKU012619,88.71,91.51
SKU012620,696.49,759.59
SKU012621,669.95,735.86
SKU012622,195.7,207.78
SKU012623,399.88,436.47
SKU012624,631.39,604.09
SKU012625,367.2,330.74
SKU012626,400.74,376.22
SKU012627,492.15,505.38
SKU012628,591.57,638.81
SKU012629,498.27,539.62
SKU012630,417.44,445.05
SKU012631,300.06,315.8
SKU012632,503.84,484.11
SKU012633,88.62,81.31
SKU012634,336.47,338.17
SKU012635,161.67,156.34
SKU012636,424.89,393.29
SKU012637,213.42,211.64
SKU012638,439.83,442.08
SKU012639,682.18,719.6
SKU012640,354.5,376.35
SKU012641,181.63,180.49
SKU012642,186.04,201.69
SKU012643,702.37,742.92
SKU012644,630.09,621.58
SKU012645,38.05,36.91
SKU012646,678.04,653.34
SKU012647,99.94,99.21
SKU012648,482.99,466.6
SKU012649,463.52,460.63
SKU012650,47.47,48.2
SKU012651,250.5,233.77
SKU012652,580.26,614.83
SKU012653,262,241.7
SKU012654,393.76,386.23
SKU012655,487.75,455.09
SKU012656,64.19,61.67
SKU012657,614.82,609.69
SKU012658,47.89,50.27
SKU012659,196.11,201.09
SKU012660,585.83,569.51
SKU012661,737.9,751.32
SKU012662,627.44,601.88
SKU012663,171.09,182.67
SKU012664,713.6,711.2
SKU012665,335.59,350.14
SKU012666,296.72,285.56
SKU012667,742.82,769.17
SKU012668,61.43,66.67
SKU012669,426.1,392.67
SKU012670,818.68,833.51
SKU012671,98.71,98.73
SKU012672,419.5,422.94
SKU012673,105.06,98.64
SKU012674,629.24,569.73
SKU012675,453.47,414.59
SKU012676,174.68,167.14
SKU012677,244.51,261.84
SKU012678,418.23,443.9
SKU012679,581.82,639.47
SKU012680,427.81,448.39
SKU012681,163.21,158.35
SKU012682,541.89,587.22
SKU012683,113.16,119.74
SKU012684,618.49,643.1
SKU012685,315.8,318.08
SKU012686,488.95,510.17
SKU012687,307.64,335.87
SKU012688,452.8,485.61
SKU012689,701.3,658.45
SKU012690,589.97,542.49
SKU012691,481.37,434.83
SKU012692,604.01,629.72
SKU012693,367.83,351.57
SKU012694,171.79,179.29
SKU012695,565.96,530.21
SKU012696,535.71,528.93
SKU012697,261.58,236.13
SKU012698,222.19,204.8
SKU012699,343.71,314.94
SKU012700,156.34,165.43
SKU012701,682.71,737.93
SKU012702,621.6,581.14
SKU012703,260.12,261.39
SKU012704,52.66,48.98
SKU012705,57.48,60.69
SKU012706,244.27,259.94
SKU012707,114.02,120.52
SKU012708,666.24,633.13
SKU012709,303.39,293.53
SKU012710,271.84,256
SKU012711,175.18,157.78
SKU012712,644.66,588.52
SKU012713,643.87,706.5
SKU012714,334.19,361.81
SKU012715,147.59,135.18
SKU012716,758.33,752.46
SKU012717,236.07,258.48
SKU012718,613.68,559
SKU012719,320.44,331.26
SKU012720,595.5,548.63
SKU012721,380.46,368.89
SKU012722,708.85,644.64
SKU012723,672.54,685.77
SKU012724,189.24,196.9
SKU012725,294.96,267.91
SKU012726,83.53,83.6
SKU012727,652.93,626.68
SKU012728,66.42,69.2
SKU012729,27.07,27.13
SKU012730,423.97,383
SKU012731,481.99,459.38
SKU012732,179.5,179.05
SKU012733,459.7,422.59
SKU012734,622.38,670.38
SKU012735,478.99,516.98
SKU012736,325.73,300.49
SKU012737,112.62,121.25
SKU012738,129.57,131.45
SKU012739,370.15,397.22
SKU012740,325.89,334.22
SKU012741,427.38,463.02
SKU012742,402.57,399.34
SKU012743,286.43,314.97
SKU012744,566.01,606.48
SKU012745,155.95,159.98
SKU012746,624.16,610.68
SKU012747,139.15,142.37
SKU012748,357.3,373.66
SKU012749,184.6,178.79
SKU012750,479.59,483.52
SKU012751,371.64,400.64
SKU012752,285.02,310.81
SKU012753,376.1,384.99
SKU012754,326.94,304.06
SKU012755,600.34,632.43
SKU012756,101.21,96.1
SKU012757,616.71,563.05
SKU012758,508.52,495.4
SKU012759,302.57,288.58
SKU012760,770.9,773.18
SKU012761,140.17,126.22
SKU012762,230.4,238.68
SKU012763,283.13,279.83
SKU012764,528.84,503.4
SKU012765,802.67,765.94
SKU012766,410.03,372.5
SKU012767,613.33,579.3
SKU012768,739.51,683.09
SKU012769,393.85,388.85
SKU012770,377.86,377.43
SKU012771,218.38,232.51
SKU012772,453.81,459.78
SKU012773,100.49,102.25
SKU012774,508.38,467.43
SKU012775,732.75,710.86
SKU012776,543.77,576.02
SKU012777,538.29,547.36
SKU012778,655.05,638.72
SKU012779,508.82,501.8
SKU012780,420.67,388.35
SKU012781,347.38,314.46
SKU012782,99.65,92.56
SKU012783,377.01,361.68
SKU012784,389.64,372.74
SKU012785,384.19,399.8
SKU012786,607.19,565.96
SKU012787,131.67,138.5
SKU012788,682.6,711.14
SKU012789,566.07,526.61
SKU012790,710.61,733.44
SKU012791,302.63,292.21
SKU012792,160.67,148.02
SKU012793,521.14,533.95
SKU012794,503.51,533.02
SKU012795,564.22,616.4
SKU012796,777.09,784.89
SKU012797,159.52,161.64
SKU012798,319.43,317.08
SKU012799,155.89,149.92
SKU012800,758.09,703.98
SKU012801,30.49,29.27
SKU012802,113.82,110.04
SKU012803,213.89,224
SKU012804,621.09,574.97
SKU012805,469.55,440.13
SKU012806,308.25,337.36
SKU012807,130.87,119.64
SKU012808,262.97,285.55
SKU012809,570.66,530.3
SKU012810,278.58,280.62
SKU012811,359.22,351.76
SKU012812,505.51,495.41
SKU012813,745.34,775.41
SKU012814,201.73,208.02
SKU012815,393.13,427.96
SKU012816,271.3,283.15
SKU012817,333.75,340.89
SKU012818,497.07,464.85
SKU012819,401.5,399.62
SKU012820,623.21,622.86
SKU012821,397.12,408.15
SKU012822,281.31,273.77
SKU012823,628.26,583.7
SKU012824,370.81,398.88
SKU012825,401.3,363.77
SKU012826,764.48,708.67
SKU012827,658.02,652.25
SKU012828,709.14,764.28
SKU012829,482.84,444.46
SKU012830,294.65,308.65
SKU012831,787.86,754.22
SKU012832,208.15,190.5
SKU012833,585.53,631.78
SKU012834,663.47,726.15
SKU012835,598.06,554.02
SKU012836,111.33,120.15
SKU012837,627.39,645.97
SKU012838,503.23,473.18
SKU012839,506.18,523.54
SKU012840,600.07,637.44
SKU012841,364.39,363.94
SKU012842,213.42,230.89
SKU012843,420.44,422.84
SKU012844,96.2,90.15
SKU012845,494.06,514.74
SKU012846,357.32,369.96
SKU012847,395.74,406.86
SKU012848,145.41,156.46
SKU012849,44.79,45.04
SKU012850,421.37,438.58
SKU012851,505.83,551.83
SKU012852,379.68,352.17
SKU012853,567.14,554.27
SKU012854,438.09,413.45
SKU012855,634.05,611.71
SKU012856,229.01,229.49
SKU012857,197.9,211.57
SKU012858,196.05,192.11
SKU012859,41.5,41.98
SKU012860,673.02,715.05
SKU012861,704.44,764.76
SKU012862,612.9,594.47
SKU012863,330.1,308.84
SKU012864,278.98,283.56
SKU012865,603.98,651.79
SKU012866,394.57,374.72
SKU012867,720.97,720.89
SKU012868,204.45,203.88
SKU012869,245.62,266.6
SKU012870,734.96,728.6
SKU012871,762.64,768.17
SKU012872,636.18,590.15
SKU012873,288.09,285.68
SKU012874,659.14,638.28
SKU012875,240.83,227.42
SKU012876,213.58,213.95
SKU012877,418.82,441.51
SKU012878,629.58,588.87
SKU012879,89.63,83.2
SKU012880,476.72,440.9
SKU012881,467.28,491.87
SKU012882,417.83,441.9
SKU012883,182.5,196.69
SKU012884,58.96,64.43
SKU012885,658.11,641.97
SKU012886,468.9,453.94
SKU012887,514.49,565.06
SKU012888,266.88,247.78
SKU012889,44.66,40.57
SKU012890,213.54,208.64
SKU012891,64.03,58.75
SKU012892,67.44,65.87
SKU012893,166.18,163.24
SKU012894,498.95,512.79
SKU012895,591.97,620.88
SKU012896,623.33,641.76
SKU012897,654.09,681.19
SKU012898,459.59,447.55
SKU012899,30.01,29.75
SKU012900,338.49,353
SKU012901,96.67,89.85
SKU012902,672.38,700.9
SKU012903,107.32,117.01
SKU012904,98.33,91.95
SKU012905,34.06,33.34
SKU012906,744.85,756.97
SKU012907,570.83,595.74
SKU012908,267.81,254.53
SKU012909,307.47,312.67
SKU012910,58.27,63.34
SKU012911,135.23,131.37
SKU012912,258.93,262.51
SKU012913,266.37,272.98
SKU012914,540.77,582.66
SKU012915,238.64,229.62
SKU012916,756.13,812.53
SKU012917,275.69,285.25
SKU012918,698.06,728.35
SKU012919,589.97,538.8
SKU012920,732.21,711.2
SKU012921,525.74,485.57
SKU012922,456.27,461.89
SKU012923,423.02,451.58
SKU012924,243.43,239.05
SKU012925,236.73,223.74
SKU012926,193.53,185.97
SKU012927,291.4,295.67
SKU012928,104.37,109.95
SKU012929,330.73,343.29
SKU012930,599.28,652.28
SKU012931,605.4,651.88
SKU012932,494.39,455.32
SKU012933,204.67,213.01
SKU012934,206.33,201.94
SKU012935,206.62,199.85
SKU012936,383.2,381.35
SKU012937,682.18,718.51
SKU012938,94.28,92.71
SKU012939,353.65,376.36
SKU012940,566.73,563.55
SKU012941,206.24,188.11
SKU012942,813.61,834.82
SKU012943,293.03,309.49
SKU012944,662.76,638.37
SKU012945,483.01,456.17
SKU012946,19.51,20.06
SKU012947,231.05,224.24
SKU012948,32.36,34.99
SKU012949,305.45,321.75
SKU012950,737,731.28
SKU012951,573.75,628.32
SKU012952,431,417.6
SKU012953,422.13,417.45
SKU012954,301.51,310.49
SKU012955,187.9,188.35
SKU012956,67.88,65.77
SKU012957,145.88,143.48
SKU012958,292.75,314.04
SKU012959,399.41,375.3
SKU012960,172.56,166.27
SKU012961,673.11,632.52
SKU012962,72.65,72.83
SKU012963,93.92,87.55
SKU012964,515.3,481.41
SKU012965,624.66,666.42
SKU012966,804.13,836.78
SKU012967,416.68,390.72
SKU012968,148.49,145.12
SKU012969,696.43,754.5
SKU012970,825.02,886.09
SKU012971,689.73,711.04
SKU012972,627.79,600.67
SKU012973,69.19,67.44
SKU012974,673.58,694.23
SKU012975,683.04,691.3
SKU012976,399.53,404.37
SKU012977,546.62,538.24
SKU012978,524.63,481.63
SKU012979,250.07,231.14
SKU012980,417.2,445.18
SKU012981,643.06,692.46
SKU012982,405.28,437.19
SKU012983,471.09,468.7
SKU012984,448.67,487.75
SKU012985,224.61,239.78
SKU012986,539.57,527.07
SKU012987,403.09,380.76
SKU012988,198.51,207.58
SKU012989,646.94,676.09
SKU012990,664.12,715.95
SKU012991,60.96,55.48
SKU012992,530.38,514.74
SKU012993,321.76,291.83
SKU012994,431.61,406.61
SKU012995,259.19,253.99
SKU012996,419.85,388.2
SKU012997,262.46,279.38
SKU012998,92.68,87.17
SKU012999,208.28,204.59
SKU013000,521.59,553.06
SKU013001,55.04,50.82
SKU013002,301.01,308.21
SKU013003,44.59,48.52
SKU013004,303.76,300.98
SKU013005,76.65,72.67
SKU013006,247.66,269.61
SKU013007,704.52,641.7
SKU013008,502.41,483.48
SKU013009,597.57,635.5
SKU013010,408.48,380.21
SKU013011,678.78,622.32
